0.0163599858,0.0111420679
0.018867643,0.0099583812
0.0205408355,0.0091889855
0.0230634129,0.0082124507
0.0255891876,0.0072803056
0.032424765,0.0061854622
0.0358201734,0.0053273127
0.0426685395,0.0044100281
0.052986915,0.0036703534
0.0658918116,0.0028419377
0.0883179194,0.002206018
0.1193924073,0.0016442089
0.1539390361,0.001289603
0.1859066039,0.001127314
0.2256539838,0.0009799366
0.2645594388,0.0011432743
0.2896509316,0.0015135593
0.3164763632,0.0019578526
0.3415806447,0.0025056963
0.3710053862,0.0030388074
0.3935050292,0.0034238506
0.4194554984,0.0037201655
0.4566344746,0.0039130707
0.4963829202,0.0037804899
0.5274872486,0.0036329847
0.5274872486,0.0036329847
0.5810592481,0.0034266257
0.6285875058,0.0033089566
0.6787172049,0.0033096983
0.7227893078,0.0032067746
0.768597481,0.0032074524
0.813549875,0.0033264899
0.8576432924,0.0035194975
0.9043445455,0.0039196953
0.9467359958,0.0044825913
0.9735731505,0.0050896469
0.987448925,0.0057409003
0.9935523475,0.006480818
0.9996419155,0.0070283803
